,,,,,,
,59430732,HOUSTON,TAKEDA CHEMICAL INDUSTRIES LTD.,2040 Turner Avenue NW Grand Rapids MI 49544 t:+1 616 364 4666 f:+1 616 616 8672,,
,509160041,CHARLESTON,ALDRICH CHEMICAL CO.INC.,Unit E 104 North King Road Greenville SC 29605 t:+1 864 277 7919 f:+1 864 277 0665,,
,213151716,SAVANNAH,ALDRICH CHEMICAL CO.INC.,220 Murphy Road Hartford CT 06114 t:+1 860 728 3398 f:+1 860 728 3807,,
,998056938,JACKSONVILLE,3M DRUG DELIVERY SYSTEMS,2105 Silber Rd Suite 102 Houston TX 77008 t:+1 713 880 0615 f:+1 713 880 9589,,
,846147151,HOUSTON,AQUALON CO,3180 N. Shadeland Avenue Indianapolis IN 46226 t:+1 317 542 8086 f:+1 317 542 0881,,
,579370461,GALENA PARK,BECTON DICKINSON AND CO,400 Country Place Parkway Pearl MS 39208 t:+1 601 932 2137 f:+1 601 420 4251,,
,970370615,ALPHARETTA,JOHNSON MATTHEY INC.,Unit 1 115 N Davis St Jacksonville FL 32204 t:+1 904 354 3148 f:+1 904 354 3198,,
,534884029,AUSTELL,LABOCHIM SPA,"6541 South 216th Street, #E Kent WA 98032 t:+1 253 872 0670 f:+1 253 872 0669",,
,987432316,GREENSBORO,CILAG AG,1505 Proctor Street Knoxville TN 37921 t:+1 865 637 6701 f:+1 865 637 6759,,
,948539979,ALPHARETTA,NORTH CHINA PHARMACEUTICAL CORP.,Building 4 2979 Old Tree Drive Lancaster PA 17603 t:+1 717 394 0708 f:+1 717 394 7213,,
,830020805,Fruita,TEVA PHARMACEUTICAL INDUSTRIES LTD.,3205 Polaris Avenue Las Vegas NV 89102 t:+1 702 367 2136 f:+1 702 873 6106,,
,752437806,FRUITA,BK LADENBURG GMBH,Float Plant 500 East Louise Ave Lathrop CA 95330 t:+1 209 858 5151 f:+1 209 858 2024,,
,383208638,Bloomington,BK LADENBURG GMBH,165A Trade Street Lexington KY 40511 t:+1 859 243 0978 f:+1 859 243 0282,,
,126082446,CRESTON,BK LADENBURG GMBH,Suite B 6619 Woodson Road Little Rock AR 72209 t:+1 501 562 8317 f:+1 501 562 7110,,
,93567762,OYSTER BAY,PRIMA PHARM INC.,12754 Richfield Ct. Livonia MI 48150 t:+1 734 462 9380 f:+1 734 462 1256,,
,754256247,OYSTER BAY,TATEYAMA KASEI CO.LTD.,Suite E 1002 West Cotton St Longview TX 75604-5544 t:+1 877 295 0656 f:+1 903 758 3034,,
,62839833,PORTLAND,NV ORGANON,Unit 114 3899 Produce Road Louisville KY 40218 t:+1 502 964 4108 f:+1 502 964 4554,,
,502811046,HOPKINSVILLE,BOEHRINGER INGELHEIM PHARMA GMBH AND CO.,3068 Lakeview Drive Memphis TN 38116 t:+1 901 332 0229 f:+1 901 332 9068,,
,600178614,COMSTOCK,IONISOS,2600-2604 L & A Road Metairie LA 70001-5957 t:+1 504 834 2717 f:+1 504 835 9538,,
,369857754,Carson,WILLIAM RANSON AND SON LTD.,8850 NW 24th Terrace Doral FL 33172 t:+1 305 593 5130 f:+1 305 593 2078,,
,750274982,Houston,HENKEL AG AND CO.,Suite 200 13100 W. Lisbon Road Brookfield WI 53005 t:+1 262 783 1223 f:+1 262 783 6282,,
,623728225,E CHICAGO,MITSUI PETROCHEMICAL AMERICA LTD.,3741 Joy Springs Drive Mobile AL 36693 t:+1 800 241 5000 f:+1 251 666 9903,,
,65253687,Paola,DIOSYNTH BV,231 N Eastern Blvd Unit 11 Montgomery AL 36117 t:+1 800 241 5000 f:+1 334 244 9035,,
,370690116,JEFFERSON CITY,WYCKOFF CHEMICAL CO.INC.,Suite 500 409 Airport Blvd Morrisville NC 27560 t:+1 919 481 2242 f:+1 919 481 2248,,
,220877224,Billings,OMV WERKSTOFF PCD POLYMERE GMBH,190 Jacob Lane Myrtle Beach South Carolina SC 29579 t:+1 843 236 7455 f:+1 843 236 5986,,
,44371479,Commerce City,SYNKEM DIV PLASTO SA,7289 C Spa Road N. Charleston South Carolina SC 29418 t:+1 843 572 1407 f:+1 843 863 8699,,
,804304314,Wichita,ABBOTT LABORATORIES,688 Melrose Ave Nashville TN 37211 t:+1 615 248 7928 f:+1 615 254 5598,,
,709566439,TRAINER,HELVOET PHARMA MARYLAND,601 Campus Drive New Brighton MN 55112 t:+1 651 633 3100 f:+1 651 633 3101,,
,847958305,Phoenix,NEULAND LABORATORIES LTD.,2121 West Chicago Road Suite E Niles MI 49120 t:+1 269 687 2100 f:+1 269 687 2121,,
,532725403,FORSYTH,NEULAND LABORATORIES LTD.,5855-C Oakbrook Parkway Norcross GA 30093 t:+1 800 241 5000 f:+1 770 453 9436,,
,399557184,WOODBURY HEIGHTS,ISOTRON WESTPORT LIMITED,5255 Henneman Drive Ste 100 Norfolk VA 23513 t:+1 757 853 0019 f:+1 757 857 7058,,
,795569214,PASADENA,KAKEN PHARMACEUTICAL CO.LTD.,2401 East Broadway Northwood OHIO 43619 t:+1 419 247 4212 f:+1 419 247 4472,,
,779051227,Amarillo,OTSUKA PHARMACEUTICAL CO.LTD.,900 S. W. 4th Street Oklahoma City OK 73109 t:+1 405 235 6265 f:+1 405 235 6269,,
,329639714,Mt Pleasant,GETTIG PHARMACEUTICAL INSTRUMENT CO.,13333 Lynam Drive Omaha NE 68138,,
,663239209,Portland,OWENS BROCKWAY GLASS CONTAINER INC.,4500 Seaboard Road Orlando FL 32808-3846 t:+1407 295 8560 f:+1407 295 8592,,
,412736629,Linden,BENTLEY PHARMACEUTICALS INC.,Suite A 1211 East St. Helens PasCO.WA 99301 t:+1 509 545 5853 f:+1 509 547 9861,,
,729266358,Roca,BIOREX RESEARCH DEVELOPMENT CO,Suite 205 7930 National Highway Pennsauken NJ 08110 t:+1 856 665 7511 f:+1 856 665 6047,,
,564580468,AMARILLO,JETPHARMA SA,1100 W. Detweiller Road Peoria IL 61615 t:+1 309 692 4666 f:+1 309 683 2682,,
,520776036,Roxana,TAKEDA CHEMICAL INDUSTRIES LTD.,"21415 N 15th Suite 114, Bldg E Phoenix AZ 85027 t:+1 623 516 4824 f:+1 623 516 0476",,
,960495203,KANSAS CITY,LONZA INC.,7375 W. Buckeye Road Building 2 Phoenix AZ 85043 t:+1 623 580 8101,,
,454766212,PASADENA,ZAMBON GROUP SPA,1415 Parkway View Drive Pittsburgh PA 15205 t:+1 412 787 7950 f:+1 412 787 5340,,
,835411245,SPOKANE,SMITHKLINE BEECHAM PHARMACEUTICALS,5751 N.E. Columbia Rd. Portland OR 97218 t:+1 503 284 3808 f:+1 503 284 3110,,
,402362812,SPOKANE,SMITHKLINE BEECHAM PHARMACEUTICALS,1048 Wellington Ave Cranston Providence RI 02910 t:+1 401 453 5544 f:+1 401 621 8293,,
,689501611,HELENA,WELLSPRING PHARMACEUTICAL CORP.,37a Teed Drive Randolph MA 02368 t:+1 781 961 2725 f:+1 781 961 1061,,
,9203701,North Salt Lake,PARKE DAVIS DIV WARNER LAMBERT CO,323 Hilltop Avenue Richardson TX 75081 t:+1 972 238 5292 f:+1 972 907 1769,,
,158016419,PORTLAND,LONZA LTD.,8411 Oakview Ave Richmond VA 23228 t:+1 804 264 2755 f:+1 804 261 7266,,
,601542656,EAST BOSTON,TEMPIL DIV BIG THREE INDUSTRIES INC.,7703 Enon Drive NW Roanoke VA 24019 t:+1 540 362 5043 f:+1 540 362 5317,,
,211454935,Albuquerque,ABBOTT LABORATORIES LTD.,50 Vantage Pont Drive Rochester NY 14624 t:+1 585 349 4140 f:+1 585 349 4124,,
,556400129,ANCHORAGE,UNION QUIMICO.FARMACEUTICA SA UQUIFA SA,Float Plant 140 Dixie Highway Rossford OH 43460 t:+1 419 247 3201 f:+1 419 247 3257,,
,498524311,Ponca City,CU CHEMIE UETIKON GMBH,1920 Bellaire Royal Oak MI 48067 t:+1 248 542 8300 f:+1 248 542 8072,,
,54669249,CARSON,PENINSULA LABORATORIES,6271 Florin Perkins Suite 100 Sacramento CA 95828 t:+1 916 386 8514 f:+1 916 386 8552,,
,185022698,COMMERCE CITY,HELVOET PHARMA MARYLAND,1400 Weiss Street Saginaw MI 48603 t:+1 989 745 2840 f:+1 989 754 4110,,
,93314928,Philadelphia,FUJIMORI KOGYO CO.LTD.,Suite No. 4 2191 S. 300 West Salt Lake City UT 84115 t:+1 801 467 3404 f:+1 801 466 9344,,
,680432467,PONCA CITY,BIO RAD,5718 Rittiman Plaza San Antonio TX 78218 t:+1 210 828 3126 f:+1 210 824 8765,,
,374336723,Helena,BIO RAD,7163-65 Engineer Road San Diego CA 92111 t:+1 858 627 9604 f:+1 858 627 9902,,
,863887416,Wrenshall,UNIQUE CHEMICALS,1552 Montague Expressway San Jose CA 95131 t:+1 408 428 0480 f:+1 408 428 0484,,
,49652786,Linden,NORTH CHINA PHARMACEUTICAL CORP.,Automotive Plant 300 Northridge Drive Shelbyville IN 46176 t:+1 317 392 7000 f:+1 317 392 7100,,
,889567501,Linden,JUZEN CHEMICAL CO.LTD.,"""RTP-Finance Center109 TW Alexander Drive (D143-02)Durham, N.C. 27711 """,,
,955821551,SUNRAY,BACHEM FEINC.HEMIKALIEN AG,3515 Atlanta Industrial Parkway Atlanta GA 30331 t:+1 770 384 0448 f:+1 770 333 1719,,
,502845123,PHOENIX,HELVOET PHARMA MARYLAND,Suite 100 3725 W Cleveland Rd South Bend IN 46628 t:+1 574 273 5457 f:+1 574 273 5864,,
,752744465,PLEASANT HILL,MERCK SHARP & DOHME RESEARCH LABS DIV MERCK & CO.INC.,East 3200 Trent Avenue Spokane WA 99202 t:+1 509 534 4899 f:+1 509 534 8265,,
,778031746,Sulphur,MERCK SHARP & DOHME RESEARCH LABS DIV MERCK & CO.INC.,2335 E Chestnut Exp Building E Suite 100-104 Springfield MO 65802,,
,415342928,ROXANA,BASELL POLIOLEFINE ITALIA SPA,Syracuse - Pilkington North America INC..6412 Deere Road Syracuse NY 13206-1347 t:+1-315-438-3341,,
,162539379,Linden,TEKNI PLEX INC.,3646 Hartsfield Rd. Tallahasee FL 32303 t:+1 850 575 5415 f:+1 850 575 0404,,
,67414408,ALBUQUERQUE,BIO RAD,4410 E. Adamo Dr Suite 110 Tampa FL 33605 t:+1 813 248 8928 f:+1 813 248 5667,,
,49161352,Houston,JOHNSON MATTHEY PHARMACEUTICAL MATERIALS,2019 Texas Blvd Texarkana TX 75501 t:+1 903 793 1761 f:+1 903 792 5792,,
,890570184,SPOKANE,MULTISORB TECHNOLOGIES INC.,1440 Barlow Street Traverse City MI 49686 t:+1 231 941 5660 f:+1 231 941 7072,,
,7604128,Pleasant Hill,FUJISAWA PHARMACEUTICAL CO.LTD.,Suite 128 3850 E. 44th St Tucson AZ 85713 t:+1 520 790 0357 f:+1 520 790 4642,,
,77959699,COMMERCE CITY,LABORATOIRES SERONO SA,Unit B 6050 Towpath Drive West Valley View OH 44512 t:+1 216 901 9890 f:+1 216 901 9681,,
,90930665,WICHITA,NV ORGANON,102 Kuhlman Blvd US Route 60 Versailles KY 40383 t:+1 859 873 2366 f:+1 859 873 1810,,
,80582526,SWEENY,ZENECA PHARMACEUTICALS DIV ZENECA INC.,Units F & G 21 Patterson Brook Road West Wareham MA 02576 t:+1 508 291 7663 f:+1 508 295 9521,,
,560887062,Commerce City,CHEMSYN SCIENCE LABORATORIES,603 Claibone Street West Monroe LA 71291 t:+1 318 361 0185 f:+1 318 361 9418,,
,576445249,Lubbock,CHINOIN PHARMACEUTICAL CHEMICAL WORKS,5 Karen Drive Westbrook ME 04092 t:+1 207 541 3907 f:+1 207 541 3913,,
,878585037,GREAT FALLS,ROFERM SPA,Suite 20 552 Avenue D Burlington Williston VT 05495 t:+1 800 662 5739 f:+1 802 951 8679,,
,917748544,KANSAS CITY,BRACCO.IND CHIMICA SPA,50 Parker Street Worcester MA 01602 t:+1 508 792 1757 f:+1 508 792 1885,,
